Genome ID,Genome Name,Other Names,NCBI Taxon ID,Taxon Lineage IDs,Taxon Lineage Names,Superkingdom,Kingdom,Phylum,Class,Order,Family,Genus,Species,Genome Status,Strain,Serovar,Biovar,Pathovar,MLST,Segment,Subtype,H_type,N_type,H1 Clade Global,H1 Clade US,H5 Clade,pH1N1-like,Lineage,Clade,Subclade,Other Typing,Culture Collection,Type Strain,Reference,Genome Quality,Completion Date,Publication,Authors,BioProject Accession,BioSample Accession,Assembly Accession,SRA Accession,GenBank Accessions,Sequencing Center,Sequencing Status,Sequencing Platform,Sequencing Depth,Assembly Method,Chromosome,Plasmids,Contigs,Size,GC Content,Contig L50,Contig N50,TRNA,RRNA,Mat Peptide,CDS,Coarse Consistency,Fine Consistency,CheckM Contamination,CheckM Completeness,Genome Quality Flags,Isolation Source,Isolation Comments,Collection Date,Collection Year,Season,Isolation Country,State/Province,County,City,Geographic Group,Geographic Location,Other Environmental,Host Name,Host Common Name,Host Sex,Host Age,Host Health,Host Group,Lab Host,Passage,Other Clinical,Additional Metadata,Comments,Date Inserted,Date Modified
"1263034.3","Akkermansia muciniphila CAG:154",,1263034,"131567;2;3379134;1783257;74201;203494;48461;1647988;239934;239935;1263034","cellular organisms;Bacteria;Pseudomonadati;PVC group;Verrucomicrobiota;Verrucomicrobiia;Verrucomicrobiales;Akkermansiaceae;Akkermansia;Akkermansia muciniphila;Akkermansia muciniphila CAG","Bacteria","Pseudomonadati","Verrucomicrobiota","Verrucomicrobiia","Verrucomicrobiales","Akkermansiaceae","Akkermansia","Akkermansia muciniphila","WGS","MGS:154",,,,,,,,,,,,,,,,,,,,"Good","2013-05-31T00:00:00Z",,,"PRJEB726","SAMEA3138704","GCF_000436395.1",,"CBDW000000000","DTU","WGS",,,,,,81,2721828,55.38,9,74342,46,1,,2789,99.8,98.4,0.6,100,,"396 human stool samples we identified 7,381 such MetaGenomic Species","derived from 396 human stool samples we identified 7,381 such MetaGenomic Species",,,,,,,,,,,"Human, Homo sapiens","Human",,,,"Human",,,,,"Metagenomic data acquired by deep sequencing is immensely complex, lacks apparent structure and is typically dominated by unknown species. Using an abundance co-variance strategy, we group highly co-varying genes into MetaGenomic Species, which represent a wide range of biological entities: bacterial genomes, plasmids, genomic islands, clonal variation and bacteriophages. Applying this concept to a new 3.9 million microbial gene catalogue derived from 396 human stool samples we identified 7,381 such MetaGenomic Species. They range in size from 3 to 6,319 genes, with 741 MetaGenomic Species resembling bacterial genomes in number of genes contained. The Meta-Genomic Species displays remarkable consistency in taxonomy and GC content. 247 of the MetaGenomic Species assemblies even pass the HMP high quality draft genome criteria. A large proportion (73%) of the MetaGenomic Species displays no sequence similarity to any previously sequenced organism. Smaller MetaGenomic Species are enriched for genes characteristic for bacteriophages and functions important for biotic interactions and show strong dependencies to gene-rich MetaGenomic Species. We present the first unsupervised structuring of a highly complex series of metagenomic samples into biological entities, including a global analysis of the genetic interdependencies between bacteria, plasmids, phages and genetic islands in the human distal gut.;derived from environmental source","2016-01-17T15:32:41.844Z","2016-01-17T15:32:41.844Z"
"239935.2479","Akkermansia muciniphila strain CSUN-37 AmIV",,239935,"131567;2;3379134;1783257;74201;203494;48461;1647988;239934;239935","cellular organisms;Bacteria;Pseudomonadati;PVC group;Verrucomicrobiota;Verrucomicrobiia;Verrucomicrobiales;Akkermansiaceae;Akkermansia;Akkermansia muciniphila","Bacteria","Pseudomonadati","Verrucomicrobiota","Verrucomicrobiia","Verrucomicrobiales","Akkermansiaceae","Akkermansia","Akkermansia muciniphila","WGS","CSUN-37 AmIV",,,,,,,,,,,,,,,,,,,,"Good","2021-06-04T00:00:00Z",,,"PRJNA609771","SAMN14614189","GCA_018709725.1",,"JABDHS000000000","California State University, Northridge","WGS","Illumina HiSeq","30x","Unicycler v. Feb/Mar 2020",,,72,3146630,56.670406,9,115150,49,1,,3082,93.61,92.83,0.6,99.85,,"feces",,"2018-09-12",2018,,"USA","California",,,"North America","USA:California, Northridge",,"Homo sapiens","Human","Male",,,"Human",,,"host_subject_id:CSUN-37",,"Genome sequencing of 11 isolates representing four species-level phylogroups","2021-06-26T02:00:29.054Z","2021-06-26T02:00:29.054Z"
"239935.2480","Akkermansia muciniphila strain CSUN-34 AmII",,239935,"131567;2;3379134;1783257;74201;203494;48461;1647988;239934;239935","cellular organisms;Bacteria;Pseudomonadati;PVC group;Verrucomicrobiota;Verrucomicrobiia;Verrucomicrobiales;Akkermansiaceae;Akkermansia;Akkermansia muciniphila","Bacteria","Pseudomonadati","Verrucomicrobiota","Verrucomicrobiia","Verrucomicrobiales","Akkermansiaceae","Akkermansia","Akkermansia muciniphila","WGS","CSUN-34 AmII",,,,,,,,,,,,,,,,,,,,"Good","2021-06-04T00:00:00Z",,,"PRJNA609771","SAMN14614188","GCA_018709765.1",,"JABDHT000000000","California State University, Northridge","WGS","Illumina HiSeq","12x","Unicycler v. Feb/Mar 2020",,,87,3024039,57.843765,11,73396,47,1,,2956,93.07,91.68,1.48,97.75,,"feces",,"2018-08-07",2018,,"USA","California",,,"North America","USA:California, Northridge",,"Homo sapiens","Human","Male","22",,"Human",,,"host_subject_id:CSUN-34",,"Genome sequencing of 11 isolates representing four species-level phylogroups","2021-06-26T02:03:53.291Z","2021-06-26T02:03:53.291Z"
"239935.2481","Akkermansia muciniphila strain CSUN-58 AmII",,239935,"131567;2;3379134;1783257;74201;203494;48461;1647988;239934;239935","cellular organisms;Bacteria;Pseudomonadati;PVC group;Verrucomicrobiota;Verrucomicrobiia;Verrucomicrobiales;Akkermansiaceae;Akkermansia;Akkermansia muciniphila","Bacteria","Pseudomonadati","Verrucomicrobiota","Verrucomicrobiia","Verrucomicrobiales","Akkermansiaceae","Akkermansia","Akkermansia muciniphila","WGS","CSUN-58 AmII",,,,,,,,,,,,,,,,,,,,"Good","2021-06-04T00:00:00Z",,,"PRJNA609771","SAMN14614192","GCA_018709735.1",,"JABDHP000000000","California State University, Northridge","WGS","Illumina HiSeq","29x","Unicycler v. Feb/Mar 2020",,,71,3087515,57.76202,10,108103,49,1,,2999,93.49,92.65,0.45,99.55,,"feces",,"2019-08-07",2019,,"USA","California",,,"North America","USA:California, Northridge",,"Homo sapiens","Human","Female","33",,"Human",,,"host_subject_id:CSUN-58",,"Genome sequencing of 11 isolates representing four species-level phylogroups","2021-06-26T02:04:06.005Z","2021-06-26T02:04:06.005Z"
"239935.2482","Akkermansia muciniphila strain CSUN-33 AmI",,239935,"131567;2;3379134;1783257;74201;203494;48461;1647988;239934;239935","cellular organisms;Bacteria;Pseudomonadati;PVC group;Verrucomicrobiota;Verrucomicrobiia;Verrucomicrobiales;Akkermansiaceae;Akkermansia;Akkermansia muciniphila","Bacteria","Pseudomonadati","Verrucomicrobiota","Verrucomicrobiia","Verrucomicrobiales","Akkermansiaceae","Akkermansia","Akkermansia muciniphila","WGS","CSUN-33 AmI",,,,,,,,,,,,,,,,,,,,"Good","2021-06-04T00:00:00Z",,,"PRJNA609771","SAMN14614187","GCA_018709785.1",,"JABDHU000000000","California State University, Northridge","WGS","Illumina HiSeq","16x","Unicycler v. Feb/Mar 2020",,,49,2833117,55.28614,4,260078,50,2,,2856,93.97,92.89,,99.85,,"feces",,"2018-07-17",2018,,"USA","California",,,"North America","USA:California, Northridge",,"Homo sapiens","Human","Male","22",,"Human",,,"host_subject_id:CSUN-33",,"Genome sequencing of 11 isolates representing four species-level phylogroups","2021-06-26T02:00:45.126Z","2021-06-26T02:00:45.126Z"
"239935.2483","Akkermansia muciniphila strain CSUN-17 AmII",,239935,"131567;2;3379134;1783257;74201;203494;48461;1647988;239934;239935","cellular organisms;Bacteria;Pseudomonadati;PVC group;Verrucomicrobiota;Verrucomicrobiia;Verrucomicrobiales;Akkermansiaceae;Akkermansia;Akkermansia muciniphila","Bacteria","Pseudomonadati","Verrucomicrobiota","Verrucomicrobiia","Verrucomicrobiales","Akkermansiaceae","Akkermansia","Akkermansia muciniphila","WGS","CSUN-17 AmII",,,,,,,,,,,,,,,,,,,,"Good","2021-06-04T00:00:00Z",,,"PRJNA609771","SAMN14614185","GCA_018709805.1",,"JABDHW000000000","California State University, Northridge","WGS","Illumina HiSeq","6x","Unicycler v. Feb/Mar 2020",,,29,2999146,58.2041,5,239611,49,1,,2869,93.85,93.13,0.6,99.85,,"feces",,"2017-08-31",2017,,"USA","California",,,"North America","USA:California, Northridge",,"Homo sapiens","Human","Male","32",,"Human",,,"host_subject_id:CSUN-17",,"Genome sequencing of 11 isolates representing four species-level phylogroups","2021-06-26T02:04:03.611Z","2021-06-26T02:04:03.611Z"
"239935.2484","Akkermansia muciniphila strain CSUN-19 AmIV",,239935,"131567;2;3379134;1783257;74201;203494;48461;1647988;239934;239935","cellular organisms;Bacteria;Pseudomonadati;PVC group;Verrucomicrobiota;Verrucomicrobiia;Verrucomicrobiales;Akkermansiaceae;Akkermansia;Akkermansia muciniphila","Bacteria","Pseudomonadati","Verrucomicrobiota","Verrucomicrobiia","Verrucomicrobiales","Akkermansiaceae","Akkermansia","Akkermansia muciniphila","WGS","CSUN-19 AmIV",,,,,,,,,,,,,,,,,,,,"Good","2021-06-04T00:00:00Z",,,"PRJNA609771","SAMN14614186","GCA_018709825.1",,"JABDHV000000000","California State University, Northridge","WGS","Illumina HiSeq","14x","Unicycler v. Feb/Mar 2020",,,89,3149099,56.626736,13,79162,49,1,,3122,93.67,92.77,1.19,99.7,,"feces",,"2017-09-05",2017,,"USA","California",,,"North America","USA:California, Northridge",,"Homo sapiens","Human","Male","65",,"Human",,,"host_subject_id:CSUN-19",,"Genome sequencing of 11 isolates representing four species-level phylogroups","2021-06-26T02:03:59.648Z","2021-06-26T02:03:59.648Z"
"239935.2485","Akkermansia muciniphila strain CSUN-12 AmI",,239935,"131567;2;3379134;1783257;74201;203494;48461;1647988;239934;239935","cellular organisms;Bacteria;Pseudomonadati;PVC group;Verrucomicrobiota;Verrucomicrobiia;Verrucomicrobiales;Akkermansiaceae;Akkermansia;Akkermansia muciniphila","Bacteria","Pseudomonadati","Verrucomicrobiota","Verrucomicrobiia","Verrucomicrobiales","Akkermansiaceae","Akkermansia","Akkermansia muciniphila","WGS","CSUN-12 AmI",,,,,,,,,,,,,,,,,,,,"Good","2021-06-04T00:00:00Z",,,"PRJNA609771","SAMN14614184","GCA_018709815.1",,"JABDHX000000000","California State University, Northridge","WGS","Illumina HiSeq","12x","Unicycler v. Feb/Mar 2020",,,55,2804817,55.312237,8,114477,51,1,,2839,93.79,92.77,,99.85,,"feces",,"2017-06-28",2017,,"USA","California",,,"North America","USA:California, Northridge",,"Homo sapiens","Human","Male","22",,"Human",,,"host_subject_id:CSUN-12",,"Genome sequencing of 11 isolates representing four species-level phylogroups","2021-06-26T02:04:02.801Z","2021-06-26T02:04:02.801Z"
"239935.2486","Akkermansia muciniphila strain CSUN-7 AmI",,239935,"131567;2;3379134;1783257;74201;203494;48461;1647988;239934;239935","cellular organisms;Bacteria;Pseudomonadati;PVC group;Verrucomicrobiota;Verrucomicrobiia;Verrucomicrobiales;Akkermansiaceae;Akkermansia;Akkermansia muciniphila","Bacteria","Pseudomonadati","Verrucomicrobiota","Verrucomicrobiia","Verrucomicrobiales","Akkermansiaceae","Akkermansia","Akkermansia muciniphila","WGS","CSUN-7 AmI",,,,,,,,,,,,,,,,,,,,"Good","2021-06-04T00:00:00Z",,,"PRJNA609771","SAMN14614183","GCA_018709865.1",,"JABDHY000000000","California State University, Northridge","WGS","Illumina HiSeq","59x","Unicycler v. Feb/Mar 2020",,,51,2870350,55.133972,5,181681,50,2,,2885,94.03,93.01,0.3,99.85,,"feces",,"2017-02-24",2017,,"USA","California",,,"North America","USA:California, Northridge",,"Homo sapiens","Human","Male","63",,"Human",,,"host_subject_id:CSUN-7",,"Genome sequencing of 11 isolates representing four species-level phylogroups","2021-06-26T02:03:54.914Z","2021-06-26T02:03:54.914Z"
"239935.2487","Akkermansia muciniphila strain Akk2633",,239935,"131567;2;3379134;1783257;74201;203494;48461;1647988;239934;239935","cellular organisms;Bacteria;Pseudomonadati;PVC group;Verrucomicrobiota;Verrucomicrobiia;Verrucomicrobiales;Akkermansiaceae;Akkermansia;Akkermansia muciniphila","Bacteria","Pseudomonadati","Verrucomicrobiota","Verrucomicrobiia","Verrucomicrobiales","Akkermansiaceae","Akkermansia","Akkermansia muciniphila","WGS","Akk2633",,,,,,,,,,,,,,,,,,,,"Good","2021-06-08T00:00:00Z","34006653",,"PRJNA715455","SAMN18353367","GCA_018779665.1",,"JAGFOD000000000","Duke University","WGS","PacBio Sequel","111x","Flye v. 2.6",,,2,3293683,56.54594,1,3289987,54,9,,3210,93.49,92.77,0.75,99.85,,"feces","isolated and characterized new A. muciniphila strains from a cohort of children and adolescents undergoing treatment for obesity","2016-2019",2016,,"USA","North Carolina",,,"North America","USA:Durham, North Carolina",,"Homo sapiens","Human",,,,"Human",,,,,"In this study, we isolated and characterized new A. muciniphila strains from a cohort of children and adolescents undergoing treatment for obesity. Based on genomic and phenotypic analysis of these strains we find several phylogroup specific phenotypes that may impact the colonization of the GI or modulate host functions such as oxygen tolerance, adherence to epithelial cells, and iron and sulfur metabolism. In antibiotic treated mice, phylogroups AmIV and AmII outcompeted AmI strains. In children and adolescents, we observed high variance in A. muciniphila abundance and evidence for single phylogroup dominance, with phylogroup switching occurring in a small subset of patients. Overall, these results highlight that the ecological principles determining which A. muciniphila phylogroup predominates in humans are complex.","2021-06-26T02:52:13.266Z","2021-06-26T02:52:13.266Z"
"239935.2488","Akkermansia muciniphila strain Akk2650",,239935,"131567;2;3379134;1783257;74201;203494;48461;1647988;239934;239935","cellular organisms;Bacteria;Pseudomonadati;PVC group;Verrucomicrobiota;Verrucomicrobiia;Verrucomicrobiales;Akkermansiaceae;Akkermansia;Akkermansia muciniphila","Bacteria","Pseudomonadati","Verrucomicrobiota","Verrucomicrobiia","Verrucomicrobiales","Akkermansiaceae","Akkermansia","Akkermansia muciniphila","WGS","Akk2650",,,,,,,,,,,,,,,,,,,,"Good","2021-06-08T00:00:00Z","34006653",,"PRJNA715455","SAMN18353368","GCA_018779675.1",,"JAGFOC000000000","Duke University","WGS","PacBio Sequel","516x","Flye v. 2.6",,,2,2834171,55.377357,1,2703982,55,9,,2807,93.73,92.53,0.75,99.85,,"feces","isolated and characterized new A. muciniphila strains from a cohort of children and adolescents undergoing treatment for obesity","2016-2019",2016,,"USA","North Carolina",,,"North America","USA:Durham, North Carolina",,"Homo sapiens","Human",,,,"Human",,,,,"In this study, we isolated and characterized new A. muciniphila strains from a cohort of children and adolescents undergoing treatment for obesity. Based on genomic and phenotypic analysis of these strains we find several phylogroup specific phenotypes that may impact the colonization of the GI or modulate host functions such as oxygen tolerance, adherence to epithelial cells, and iron and sulfur metabolism. In antibiotic treated mice, phylogroups AmIV and AmII outcompeted AmI strains. In children and adolescents, we observed high variance in A. muciniphila abundance and evidence for single phylogroup dominance, with phylogroup switching occurring in a small subset of patients. Overall, these results highlight that the ecological principles determining which A. muciniphila phylogroup predominates in humans are complex.","2021-06-26T02:52:09.646Z","2021-06-26T02:52:09.646Z"
"239935.2489","Akkermansia muciniphila strain Akk1826d",,239935,"131567;2;3379134;1783257;74201;203494;48461;1647988;239934;239935","cellular organisms;Bacteria;Pseudomonadati;PVC group;Verrucomicrobiota;Verrucomicrobiia;Verrucomicrobiales;Akkermansiaceae;Akkermansia;Akkermansia muciniphila","Bacteria","Pseudomonadati","Verrucomicrobiota","Verrucomicrobiia","Verrucomicrobiales","Akkermansiaceae","Akkermansia","Akkermansia muciniphila","WGS","Akk1826d",,,,,,,,,,,,,,,,,,,,"Good","2021-06-08T00:00:00Z","34006653",,"PRJNA715455","SAMN18353365","GCA_018779705.1",,"JAGFOF000000000","Duke University","WGS","PacBio Sequel","388x","Flye v. 2.6",,,2,3242029,56.76069,1,2876988,53,9,,3138,93.61,92.77,1.04,99.85,,"feces","isolated and characterized new A. muciniphila strains from a cohort of children and adolescents undergoing treatment for obesity","2016-2019",2016,,"USA","North Carolina",,,"North America","USA:Durham, North Carolina",,"Homo sapiens","Human",,,,"Human",,,,,"In this study, we isolated and characterized new A. muciniphila strains from a cohort of children and adolescents undergoing treatment for obesity. Based on genomic and phenotypic analysis of these strains we find several phylogroup specific phenotypes that may impact the colonization of the GI or modulate host functions such as oxygen tolerance, adherence to epithelial cells, and iron and sulfur metabolism. In antibiotic treated mice, phylogroups AmIV and AmII outcompeted AmI strains. In children and adolescents, we observed high variance in A. muciniphila abundance and evidence for single phylogroup dominance, with phylogroup switching occurring in a small subset of patients. Overall, these results highlight that the ecological principles determining which A. muciniphila phylogroup predominates in humans are complex.","2021-06-26T02:51:56.713Z","2021-06-26T02:51:56.713Z"
"239935.2490","Akkermansia muciniphila strain Akk18645",,239935,"131567;2;3379134;1783257;74201;203494;48461;1647988;239934;239935","cellular organisms;Bacteria;Pseudomonadati;PVC group;Verrucomicrobiota;Verrucomicrobiia;Verrucomicrobiales;Akkermansiaceae;Akkermansia;Akkermansia muciniphila","Bacteria","Pseudomonadati","Verrucomicrobiota","Verrucomicrobiia","Verrucomicrobiales","Akkermansiaceae","Akkermansia","Akkermansia muciniphila","WGS","Akk18645",,,,,,,,,,,,,,,,,,,,"Good","2021-06-08T00:00:00Z","34006653",,"PRJNA715455","SAMN18353366","GCA_018779715.1",,"JAGFOE000000000","Duke University","WGS","PacBio Sequel","177x","Flye v. 2.6",,,3,3268379,57.830593,2,958909,54,9,,3148,93.85,93.13,0.3,99.85,,"feces","isolated and characterized new A. muciniphila strains from a cohort of children and adolescents undergoing treatment for obesity","2016-2019",2016,,"USA","North Carolina",,,"North America","USA:Durham, North Carolina",,"Homo sapiens","Human",,,,"Human",,,,,"In this study, we isolated and characterized new A. muciniphila strains from a cohort of children and adolescents undergoing treatment for obesity. Based on genomic and phenotypic analysis of these strains we find several phylogroup specific phenotypes that may impact the colonization of the GI or modulate host functions such as oxygen tolerance, adherence to epithelial cells, and iron and sulfur metabolism. In antibiotic treated mice, phylogroups AmIV and AmII outcompeted AmI strains. In children and adolescents, we observed high variance in A. muciniphila abundance and evidence for single phylogroup dominance, with phylogroup switching occurring in a small subset of patients. Overall, these results highlight that the ecological principles determining which A. muciniphila phylogroup predominates in humans are complex.","2021-06-26T02:51:51.918Z","2021-06-26T02:51:51.918Z"
"239935.2491","Akkermansia muciniphila strain Akk14115",,239935,"131567;2;3379134;1783257;74201;203494;48461;1647988;239934;239935","cellular organisms;Bacteria;Pseudomonadati;PVC group;Verrucomicrobiota;Verrucomicrobiia;Verrucomicrobiales;Akkermansiaceae;Akkermansia;Akkermansia muciniphila","Bacteria","Pseudomonadati","Verrucomicrobiota","Verrucomicrobiia","Verrucomicrobiales","Akkermansiaceae","Akkermansia","Akkermansia muciniphila","WGS","Akk14115",,,,,,,,,,,,,,,,,,,,"Good","2021-06-08T00:00:00Z","34006653",,"PRJNA715455","SAMN18353369","GCA_018779745.1",,"JAGFOB000000000","Duke University","WGS","PacBio Sequel","115x","Flye v. 2.6",,,3,3294201,56.543484,1,3257256,53,9,,3201,93.49,92.77,0.75,99.85,,"feces","isolated and characterized new A. muciniphila strains from a cohort of children and adolescents undergoing treatment for obesity","2016-2019",2016,,"USA","North Carolina",,,"North America","USA:Durham, North Carolina",,"Homo sapiens","Human",,,,"Human",,,,,"In this study, we isolated and characterized new A. muciniphila strains from a cohort of children and adolescents undergoing treatment for obesity. Based on genomic and phenotypic analysis of these strains we find several phylogroup specific phenotypes that may impact the colonization of the GI or modulate host functions such as oxygen tolerance, adherence to epithelial cells, and iron and sulfur metabolism. In antibiotic treated mice, phylogroups AmIV and AmII outcompeted AmI strains. In children and adolescents, we observed high variance in A. muciniphila abundance and evidence for single phylogroup dominance, with phylogroup switching occurring in a small subset of patients. Overall, these results highlight that the ecological principles determining which A. muciniphila phylogroup predominates in humans are complex.","2021-06-26T02:55:27.099Z","2021-06-26T02:55:27.099Z"
"239935.2492","Akkermansia muciniphila strain Akk1683",,239935,"131567;2;3379134;1783257;74201;203494;48461;1647988;239934;239935","cellular organisms;Bacteria;Pseudomonadati;PVC group;Verrucomicrobiota;Verrucomicrobiia;Verrucomicrobiales;Akkermansiaceae;Akkermansia;Akkermansia muciniphila","Bacteria","Pseudomonadati","Verrucomicrobiota","Verrucomicrobiia","Verrucomicrobiales","Akkermansiaceae","Akkermansia","Akkermansia muciniphila","WGS","Akk1683",,,,,,,,,,,,,,,,,,,,"Good","2021-06-08T00:00:00Z","34006653",,"PRJNA715455","SAMN18353364","GCA_018779765.1",,"JAGFOG000000000","Duke University","WGS","PacBio Sequel","334x","Flye v. 2.6",,,2,3000091,55.151127,1,2993759,54,9,,3043,93.85,92.95,0.6,99.7,,"feces","isolated and characterized new A. muciniphila strains from a cohort of children and adolescents undergoing treatment for obesity","2016-2019",2016,,"USA","North Carolina",,,"North America","USA:Durham, North Carolina",,"Homo sapiens","Human",,,,"Human",,,,,"In this study, we isolated and characterized new A. muciniphila strains from a cohort of children and adolescents undergoing treatment for obesity. Based on genomic and phenotypic analysis of these strains we find several phylogroup specific phenotypes that may impact the colonization of the GI or modulate host functions such as oxygen tolerance, adherence to epithelial cells, and iron and sulfur metabolism. In antibiotic treated mice, phylogroups AmIV and AmII outcompeted AmI strains. In children and adolescents, we observed high variance in A. muciniphila abundance and evidence for single phylogroup dominance, with phylogroup switching occurring in a small subset of patients. Overall, these results highlight that the ecological principles determining which A. muciniphila phylogroup predominates in humans are complex.","2021-06-26T02:52:23.124Z","2021-06-26T02:52:23.124Z"
"239935.2493","Akkermansia muciniphila strain Akk2750",,239935,"131567;2;3379134;1783257;74201;203494;48461;1647988;239934;239935","cellular organisms;Bacteria;Pseudomonadati;PVC group;Verrucomicrobiota;Verrucomicrobiia;Verrucomicrobiales;Akkermansiaceae;Akkermansia;Akkermansia muciniphila","Bacteria","Pseudomonadati","Verrucomicrobiota","Verrucomicrobiia","Verrucomicrobiales","Akkermansiaceae","Akkermansia","Akkermansia muciniphila","Complete","Akk2750",,,,,,,,,,,,,,,,,,,,"Good","2021-06-11T00:00:00Z","34006653",,"PRJNA715455","SAMN18350268","GCA_018847015.1",,"CP072018","Duke University","Complete","PacBio Sequel","175x","Flye v. 2.6",,,1,3174619,56.78968,1,3174619,53,9,,3031,93.73,93.07,1.04,99.7,,"cohort of children and adolescents undergoing treatment for obesity","isolated and characterized new A. muciniphila strains from a cohort of children and adolescents undergoing treatment for obesity","2016-2019",2016,,"USA","North Carolina",,,"North America","USA:Durham, North Carolina",,"Homo sapiens","Human",,,,"Human",,,,,"In this study, we isolated and characterized new A. muciniphila strains from a cohort of children and adolescents undergoing treatment for obesity. Based on genomic and phenotypic analysis of these strains we find several phylogroup specific phenotypes that may impact the colonization of the GI or modulate host functions such as oxygen tolerance, adherence to epithelial cells, and iron and sulfur metabolism. In antibiotic treated mice, phylogroups AmIV and AmII outcompeted AmI strains. In children and adolescents, we observed high variance in A. muciniphila abundance and evidence for single phylogroup dominance, with phylogroup switching occurring in a small subset of patients. Overall, these results highlight that the ecological principles determining which A. muciniphila phylogroup predominates in humans are complex.","2021-06-26T05:05:55.962Z","2021-06-26T05:05:55.962Z"
